is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.4438, 'MSME', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,"[0.9762, 'India', 'Place']"
False,Brand Vertical,Transportation,Business Taxonomy,Travel & Transportation Business,Unified Twitter Taxonomy,Transportation,Unified Twitter Taxonomy,Travel,Unified Twitter Taxonomy,Aviation,Unified Twitter Taxonomy,Fields of study,"[0.9716, 'Vadodara', 'Place']"
False,Business Taxonomy,Gaming Business,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,"[0.9259, 'Karnataka', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,"[0.5877, 'Bhagwan', 'Person']"
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,"[0.9439, 'Gujarat', 'Place']"
False,Entities [Entity Service],Services,Business Taxonomy,Gaming Business,Product,Google Innovation,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.4746, 'IITs', 'Other']"
False,Events [Entity Service],Diwali,Business Taxonomy,"Automotive, Aircraft & Boat Business",Business Taxonomy,Gaming Business,Brand,Indian Space Research Organisation,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,"[0.5183, 'Diwali', 'Other']"
False,Business Taxonomy,Gaming Business,Business Taxonomy,Technology Business,Unified Twitter Taxonomy,Climate change,Person,Narendra Modi,Politician,Narendra Modi,Entities [Entity Service],Technology,"[0.6196, 'Bipin Bhai', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Business Taxonomy,Technology Business,Unified Twitter Taxonomy,Climate change,Person,Narendra Modi,Politician,Narendra Modi,"[0.9463, 'Chhath Pooja', 'Person']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Interests and Hobbies,Nature,Unified Twitter Taxonomy,Nature,Person,Narendra Modi,Politician,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.5086, 'Pasumpon Muthuramalinga Thevar', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5644, 'MannKiBaat', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6171, 'Rozgar Mela', 'Person']"
False,Interests and Hobbies,Nature,Unified Twitter Taxonomy,Nature,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5536, 'MannKiBaat', 'Other']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Infrastructure in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.4884, 'Atmanirbharta', 'Place']"
False,Interests and Hobbies,Nature,Unified Twitter Taxonomy,Nature,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,
False,Sports Event,2022 FIFA World Cup,Person,Tamim bin Hamad,Sport,Soccer,Sports League,2022 FIFA World Cup,Sports League,FIFA Men's World Cup,Events [Entity Service],2022 FIFA World Cup,"[0.3088, 'Amir', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5073, 'Rozgar Mela', 'Other']"
False,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Economic Issues in India,Person,Narendra Modi,Politician,Narendra Modi,"[0.5525, 'Hazira Plant', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.4305, 'Chintan Shivir', 'Other']"
False,Person,Rishi Sunak,Events [Entity Service],2022 Conservative Party leadership election,Politician,Rishi Sunak,Political Race,2022 Conservative Party leadership election,Unified Twitter Taxonomy,Politics,Entities [Entity Service],Conservative Party (UK),"[0.7094, 'UK', 'Place']"
False,Events [Entity Service],Bhai Dooj,Unified Twitter Taxonomy,Cultural events,Unified Twitter Taxonomy,Events,Unified Twitter Taxonomy,Bhai Dooj,Person,Narendra Modi,Politician,Narendra Modi,
False,Business Taxonomy,Entertainment & Leisure Business,Music Genre,Music of India,Interests and Hobbies Category,Musical instruments,Unified Twitter Taxonomy,Music,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.8423, 'Lakshadweep', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Rishi Sunak,Events [Entity Service],Diwali,Politician,Rishi Sunak,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Politics,"[0.9031, 'UK', 'Place']"
False,Events [Entity Service],Diwali,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,"[0.5731, 'Diwali', 'Other']"
False,Person,Anurag Thakur,Politician,Anurag Thakur,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Anurag Thakur,Person,Narendra Modi,"[0.9539, 'India', 'Place']"
False,Person,Venkaiah Naidu,Events [Entity Service],Diwali,Politician,Venkaiah Naidu,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Political figures,"[0.6583, 'Venkaiah Ji', 'Other']"
False,Events [Entity Service],Diwali,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Publisher & News Business,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,"[0.5173, 'Shri', 'Person']"
False,Person,Jagdeep Dhankhar,Events [Entity Service],Diwali,Politician,Jagdeep Dhankhar,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Politics,"[0.6723, 'Jagdeep Dhankhar Ji', 'Person']"
False,Person,Ram Nath Kovind,Person,Droupadi Murmu,Events [Entity Service],Diwali,Politician,Ram Nath Kovind,Politician,Droupadi Murmu,Holiday,Diwali,"[0.5686, 'Rashtrapati Ji', 'Other']"
False,Unified Twitter Taxonomy,Women's Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Women's Issues in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Global security & terrorism,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,
False,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.8083, 'Tamil Nadu', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.8134, 'Gujarat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,Unified Twitter Taxonomy,Diwali,Person,Narendra Modi,"[0.65, 'Diwali', 'Other']"
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,Unified Twitter Taxonomy,Diwali,Person,Narendra Modi,"[0.7969, 'Diwali', 'Other']"
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,Unified Twitter Taxonomy,Diwali,Person,Narendra Modi,
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,Unified Twitter Taxonomy,Diwali,Person,Narendra Modi,"[0.5489, 'Diwali', 'Other']"
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,
False,Events [Entity Service],Diwali,Holiday,Diwali,Unified Twitter Taxonomy,Holidays,Unified Twitter Taxonomy,Events,Unified Twitter Taxonomy,Diwali,Person,Narendra Modi,"[0.6888, 'Diwali', 'Other']"
False,Sports Event,India vs Pakistan,Person,Virat Kohli,Sport,Cricket,Sports Team,India,Sports League,ICC Men's T20 World Cup,Events [Entity Service],India vs Pakistan,"[0.7807, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6413, 'Bhagwaan Shree Ram', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.4359, 'Shri Anand Mamani', 'Person']"
False,Business Taxonomy,"Automotive, Aircraft & Boat Business",Brand,Indian Space Research Organisation,Unified Twitter Taxonomy,Indian Space Research Organisation,Unified Twitter Taxonomy,Space agencies & companies,Person,Narendra Modi,Politician,Narendra Modi,"[0.7259, 'LVM3', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Healthcare System in India,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,
False,Business Taxonomy,Sports & Fitness Business,Person,Narendra Modi,Politician,Narendra Modi,Interests and Hobbies Vertical,Wellness and health,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.454, 'Dhanteras', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5878, 'Dhanteras', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6236, 'Jathedar Sri Akal Takhat Sahib', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5124, 'Grih Pravesh', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.6338, 'Devbhoomi Uttarakhand', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6434, 'Rozgar Mela', 'Person']"
False,Person,Amit Shah,Politician,Amit Shah,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Amit Shah,Person,Narendra Modi,"[0.5071, 'Shri', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Trivendra Singh Rawat,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,News,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Trivendra Singh Rawat,Person,Narendra Modi,
False,TV Shows,Line of Duty,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,International and domestic trade in India,Person,Narendra Modi,Politician,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5334, 'Adi Shankaracharya Samadhi', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.8189, 'Kedarnath', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6269, 'Vyara', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.9552, 'Gujarat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Brand Vertical,Government/Education,Entities [Entity Service],Non-profit - Government/Education,Brand,United Nations,Political Body,United Nations,"[0.4211, 'Mission LiFE', 'Other']"
False,Interests and Hobbies,Nature,Unified Twitter Taxonomy,Nature,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,
False,Business Taxonomy,Technology Business,Entities [Entity Service],Technology,Unified Twitter Taxonomy,Climate change,Unified Twitter Taxonomy,Renewable energy,Technology,Technology,Person,Narendra Modi,"[0.9836, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.982, 'Mahatma Gandhi', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.8974, 'Statue of Unity', 'Other']"
False,Unified Twitter Taxonomy,Climate change,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,"[0.2706, 'LiFE', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Business Taxonomy,Food & Beverage Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
False,Business Taxonomy,Food & Beverage Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
False,Unified Twitter Taxonomy,Science,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.635, 'Mission Schools of Excellence', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.4408, 'Mission Schools of Excellence', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5365, 'Rajkot', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.5582, 'Shri Mallikarjun Kharge Ji', 'Person']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.9809, 'India', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6949, 'Deesa', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6666, 'DefExpo', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.7827, 'DefExpo 2022', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.8834, 'Junagadh', 'Place']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Infrastructure in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,"[0.9148, 'Gujarat', 'Place']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.7319, 'Defence Expo 2022', 'Other']"
False,Person,Narendra Modi,Person,Stefan Löfven,Politician,Narendra Modi,Politician,Stefan Löfven,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,Politics,"[0.4373, '. E', 'Other']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Gaming Business,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,"[0.6225, 'Lothal', 'Person']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.463, 'National Maritime Heritage Complex', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6761, 'INTERPOL General Assembly', 'Organization']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,
False,Business Taxonomy,Food & Beverage Business,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Unified Twitter Taxonomy,News,Person,Narendra Modi,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.3731, 'PMJAY', 'Other']"
False,Person,Narendra Modi,Politician,Narendra Modi,Unified Twitter Taxonomy,Narendra Modi,Unified Twitter Taxonomy,India politics,Unified Twitter Taxonomy,India political figures,,,"[0.6992, 'Annadatas', 'Other']"
False,Person,Amarinder Singh,Person,Bhagwant Mann,Person,Charanjit Singh Channi,Person,Bhagwant Mann,Politician,Amarinder Singh,Politician,Bhagwant Mann,"[0.2891, 'Shri', 'Person']"
False,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Agricultural Industry in India,Unified Twitter Taxonomy,News,Person,Narendra Modi,Politician,Narendra Modi,
