is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.8212, 'US', 'Place']"
False,Business Taxonomy,Publisher & News Business,Interests and Hobbies,Inflation,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,United States politics,
False,Business Taxonomy,Publisher & News Business,States,Connecticut,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9057, 'Connecticut State Police', 'Organization']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Donald Trump,"[0.8734, 'Trump', 'Person']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.7306, 'Los Angeles City Council', 'Organization']"
False,Person,Alex Jones,Business Taxonomy,Publisher & News Business,Entertainment Personality,Alex Jones,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9687, 'Alex Jones', 'Person']"
False,Business Taxonomy,Publisher & News Business,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9794, 'FDA', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Cities,San Antonio,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.6151, 'San Antonio', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.4903, 'Justice Department', 'Organization']"
False,TV Shows,"Murder, She Wrote",TV Shows,Murder She Wrote,Business Taxonomy,Entertainment & Leisure Business,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9713, 'Angela Lansbury', 'Person']"
False,Entities [Entity Service],Aerospace,Business Taxonomy,"Automotive, Aircraft & Boat Business",Business Taxonomy,Publisher & News Business,Brand,NASA,Entities [Entity Service],Science,Interests and Hobbies Category,Space,"[0.6348, 'DART', 'Other']"
False,Person,King Charles,Place,Buckingham Palace,Politician,King Charles,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.9867, 'Buckingham Palace', 'Place']"
False,Person,Adnan Syed,Business Taxonomy,Entertainment & Leisure Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies Category,Talk radio,Podcast,Serial,Podcast,Podcasts,"[0.9649, 'Adnan Syed', 'Person']"
False,Business Taxonomy,Publisher & News Business,States,Pennsylvania,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Interests and Hobbies Vertical,Family and life stages,"[0.6263, 'Carbon monoxide', 'Other']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9794, 'Israel', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,News Vertical,Russia national news,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Information Privacy Worldwide,"[0.9531, 'America', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9172, 'US', 'Place']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,Unified Twitter Taxonomy,EFL Championship,Unified Twitter Taxonomy,Soccer,"[0.9632, 'Ukraine', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Global security & terrorism,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,US Political News,"[0.8736, 'US', 'Place']"
False,TV Shows,NFL Football,TV Shows,NFL Football,Sport,American football,Sports League,NFL,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,"[0.9473, 'NFL', 'Organization']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Korean national news,Unified Twitter Taxonomy,Korean national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9625, 'North Korea', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Ireland national news,Unified Twitter Taxonomy,Ireland national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9895, 'Ireland', 'Place']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Unified Twitter Taxonomy,EFL Championship,"[0.9516, 'Crimea', 'Place']"
False,Events [Entity Service],"Wisconsin's U.S. Senate election, 2022",Political Race,"Wisconsin's U.S. Senate election, 2022",Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,"[0.4428, 'Democratic', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9565, 'CNN', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.7155, 'Uvalde school', 'Organization']"
False,Person,Herschel Walker,Events [Entity Service],"Georgia's U.S. Senate election, 2022",Politician,Herschel Walker,Political Race,"Georgia's U.S. Senate election, 2022",Business Taxonomy,Publisher & News Business,News Vertical,US Political News,"[0.9787, 'Herschel Walker', 'Person']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9793, 'New York City', 'Place']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies,Jobs,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9271, 'US', 'Place']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Unified Twitter Taxonomy,EFL Championship,"[0.6649, 'Ales Bialiatski', 'Person']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9019, 'Trump', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.7391, 'NYPD', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,
False,Person,Joe Biden,Politician,Joe Biden,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.9633, 'Biden', 'Person']"
False,Brand Vertical,Hospitality,Entities [Entity Service],Hotel/Motel - Hospitality,Business Taxonomy,Publisher & News Business,Business Taxonomy,Travel & Transportation Business,Brand,Hampton Inn,Entities [Entity Service],Travel,"[0.8044, 'Hampton Inn', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9622, 'New York', 'Place']"
False,Events [Entity Service],"Arizona's U.S. Senate election, 2022",Events [Entity Service],"Nevada's U.S. Senate election, 2022",Political Race,"Arizona's U.S. Senate election, 2022",Political Race,"Nevada's U.S. Senate election, 2022",Business Taxonomy,Publisher & News Business,News Vertical,US Political News,"[0.542, 'Democrat', 'Organization']"
False,Business Taxonomy,Publisher & News Business,News Vertical,France national news,Unified Twitter Taxonomy,France national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9471, 'Annie Ernaux', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Thailand national news,Unified Twitter Taxonomy,Thailand national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9474, 'Thailand', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9902, 'California', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Korean national news,News Vertical,US Political News,Unified Twitter Taxonomy,Korean national news,Unified Twitter Taxonomy,US Political News,Brand Vertical,Government/Education,"[0.9594, 'North Korea', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.4835, 'Trump', 'Person']"
False,Entities [Entity Service],Aerospace,Business Taxonomy,"Automotive, Aircraft & Boat Business",Business Taxonomy,Publisher & News Business,Brand,SpaceX,Brand,NASA,Entities [Entity Service],Science,"[0.4856, 'SpaceX', 'Organization']"
False,Events [Entity Service],2022 United States midterm elections,Political Race,2022 United States midterm elections,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Music Album,Gasoline,Ongoing News Story,COVID-19,"[0.8525, 'OPEC', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Interests and Hobbies Category,Cinematography,Unified Twitter Taxonomy,Cinematography,Person,Alec Baldwin,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9774, 'Alec Baldwin', 'Person']"
False,Business Taxonomy,Publisher & News Business,Unified Twitter Taxonomy,Science,Unified Twitter Taxonomy,Nobel Prize,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9285, 'Nobel Prize', 'Other']"
False,TV Shows,MLB Baseball,TV Shows,MLB Baseball,Sports Event,Yankees at Rangers,Sports Event,Yankees at Rangers,Person,Roger Maris ,Sport,Baseball,"[0.8005, 'New York Yankees', 'Organization']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Korean national news,Unified Twitter Taxonomy,Korean national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.907, 'United States', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Political Body,Federal Bureau of Investigation,Unified Twitter Taxonomy,Donald Trump,"[0.9588, 'Trump', 'Person']"
False,Person,Loretta Lynn,Business Taxonomy,Entertainment & Leisure Business,Business Taxonomy,Publisher & News Business,Musician,Loretta Lynn,Music Genre,Country music,Unified Twitter Taxonomy,Country music,"[0.8924, 'Loretta Lynn', 'Person']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.8948, 'US', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,
False,Business Taxonomy,Publisher & News Business,News Vertical,Korean national news,Unified Twitter Taxonomy,Korean national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9571, 'North Korea', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,Korean national news,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,"[0.7252, 'National Archives', 'Organization']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Interests and Hobbies Vertical,Business & finance,"[0.7087, 'Dow', 'Organization']"
False,Sport,Soccer,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Sports,Brand Vertical,Entertainment,"[0.7412, 'National Women’s Soccer League', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.935, 'Svante Pääbo', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,UK national news,Unified Twitter Taxonomy,UK national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.9771, 'UK', 'Place']"
False,Events [Entity Service],Brazil General Elections 2022,Political Race,Brazil General Elections 2022,Business Taxonomy,Publisher & News Business,News Vertical,Brazil national news,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,"[0.9485, 'Brazil', 'Place']"
False,Sport,Soccer,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,Indonesia national news,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Sports,"[0.9715, 'Indonesia', 'Place']"
False,Person,Joe Biden,Politician,Joe Biden,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.9132, 'Biden', 'Person']"
False,Sports League,EFL Championship,Business Taxonomy,"Automotive, Aircraft & Boat Business",Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,"[0.9412, 'Kupiansk', 'Place']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.942, 'Lyman', 'Place']"
False,Business Taxonomy,Publisher & News Business,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.7811, 'Dow', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,Cities,Austin,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.908, 'Texas', 'Place']"
False,Business Taxonomy,Publisher & News Business,Unified Twitter Taxonomy,Weather,States,South Carolina,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.5555, 'Hurricane Ian', 'Place']"
False,Person,Joe Biden,Politician,Joe Biden,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.9572, 'Biden', 'Person']"
False,Person,Volodymyr Zelensky,Sports League,EFL Championship,Politician,Volodymyr Zelensky,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,"[0.9724, 'Volodymyr Zelensky', 'Person']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.9723, 'Vladimir Putin', 'Person']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.9526, 'Zaporizhzhia', 'Place']"
False,TV Shows,The Daily Show with Trevor Noah,TV Shows,The Daily Show With Trevor Noah,TV Episodes,The Daily Show With Trevor Noah,TV Episodes,The Daily Show with Trevor Noah,Events [Entity Service],The Daily Show With Trevor Noah,Events [Entity Service],The Daily Show with Trevor Noah,"[0.958, 'The Daily Show', 'Other']"
False,TV Shows,NFL Football,Sports Event,Dolphins at Bengals,Person,Tua Tagovailoa,Sport,American football,Sports Team,Cincinnati Bengals,Sports Team,Miami Dolphins,"[0.962, 'Miami Dolphins', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.974, 'FDA', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Unified Twitter Taxonomy,Weather,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.4885, 'Ian', 'Other']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.9853, 'Florida', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,US Political News,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9584, 'Ukraine', 'Place']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies,GDP - Gross Domestic Product,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.5764, 'GDP', 'Other']"
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.984, 'Russia', 'Place']"
False,Business Taxonomy,Publisher & News Business,Unified Twitter Taxonomy,Weather,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.5225, 'Ian', 'Person']"
False,Person,Coolio,Business Taxonomy,Entertainment & Leisure Business,Business Taxonomy,Publisher & News Business,Actor,Coolio,Unified Twitter Taxonomy,Coolio,Brand Vertical,Entertainment,"[0.4255, 'Coolio', 'Person']"
False,TV Shows,MLB Baseball,TV Shows,MLB Baseball,Sports Event,Yankees at Blue Jays,Sport,Baseball,Sports Team,New York Yankees,Sports League,MLB,"[0.7178, 'New York Yankees', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Unified Twitter Taxonomy,Weather,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.5629, 'Hurricane Ian', 'Place']"
False,Business Taxonomy,Publisher & News Business,States,Arkansas,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.833, 'Little Rock', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Political News,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.8968, 'West Bank', 'Place']"
False,Business Taxonomy,Publisher & News Business,Unified Twitter Taxonomy,Weather,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.4784, 'Hurricane Ian', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.5241, 'Hurricane Ian', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.3817, 'Hurricane Ian', 'Place']"
False,Entities [Entity Service],Aerospace,Business Taxonomy,"Automotive, Aircraft & Boat Business",Business Taxonomy,Publisher & News Business,Brand,NASA,Entities [Entity Service],Science,Interests and Hobbies Category,Space,"[0.9892, 'NASA', 'Organization']"
False,Person,Edward Snowden,Person,Edward Snowden,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.9669, 'Putin', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Russia national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.8502, 'Izhevsk', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,Unified Twitter Taxonomy,Russia national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.953, 'Izhevsk', 'Place']"
False,Business Taxonomy,Publisher & News Business,News Vertical,UK national news,News Vertical,US Political News,Unified Twitter Taxonomy,UK national news,Unified Twitter Taxonomy,US Political News,Brand Vertical,Entertainment,"[0.4334, 'US', 'Place']"
False,Place,Buckingham Palace,Place,Windsor Castle,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Buckingham Palace,Unified Twitter Taxonomy,US Political News,"[0.9847, 'Buckingham Palace', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.8479, 'Artemis I', 'Other']"
False,Business Taxonomy,Publisher & News Business,News Vertical,Canada national news,Unified Twitter Taxonomy,Canada national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,"[0.6181, 'Fiona', 'Person']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,US Political News,States,Arizona,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.9321, 'Arizona', 'Place']"
False,TV Shows,ATPテニス ,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,Sports news,Unified Twitter Taxonomy,Sports,Unified Twitter Taxonomy,Tennis,"[0.9711, 'Roger Federer', 'Person']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.8851, 'Dow', 'Organization']"
False,Person,Matt Gaetz,Politician,Matt Gaetz,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Matt Gaetz,"[0.6571, 'Florida', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.895, 'Booker Prize', 'Other']"
False,Business Taxonomy,Publisher & News Business,News Vertical,UK national news,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,UK national news,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,"[0.8872, 'UK', 'Place']"
False,Brand Vertical,Transportation,Entities [Entity Service],Airline - Transportation,Business Taxonomy,"Automotive, Aircraft & Boat Business",Business Taxonomy,Publisher & News Business,Business Taxonomy,Travel & Transportation Business,Brand,United Airlines,"[0.9687, 'FAA', 'Organization']"
False,Person,Donald Trump,Person,Maggie Haberman,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,Brand,TIME Magazine,News Vertical,US Political News,"[0.9204, 'NY Times', 'Other']"
False,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States politics,Unified Twitter Taxonomy,US Political News,Brand Vertical,Entertainment,"[0.8949, 'Mar-a-Lago', 'Place']"
False,Person,Virginia Thomas,Politician,Virginia Thomas,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Supreme Court of the United States,"[0.8029, 'Ginni Thomas', 'Person']"
False,Business Taxonomy,Publisher & News Business,Interests and Hobbies,Inflation,News Vertical,US Political News,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,"[0.8644, 'Fed', 'Organization']"
False,Sports Event,Scotland vs Ukraine,Sport,Soccer,Sports League,International - Soccer,Sports League,EFL Championship,Sports League,UEFA Nations League,Events [Entity Service],Scotland vs Ukraine,"[0.9526, 'Ukraine', 'Place']"
False,Person,Donald Trump,Politician,Donald Trump,Business Taxonomy,Publisher & News Business,News Vertical,US Political News,Unified Twitter Taxonomy,Donald Trump,Unified Twitter Taxonomy,Politics,"[0.9662, 'New York', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.4867, 'Mega Millions', 'Other']"
False,Business Taxonomy,Financial Services Business,Business Taxonomy,Publisher & News Business,Interests and Hobbies,Mortgage Rates,Unified Twitter Taxonomy,Global Economy,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,
False,Sports League,EFL Championship,Business Taxonomy,Publisher & News Business,Business Taxonomy,Sports & Fitness Business,News Vertical,US Political News,News Vertical,Russia national news,Ongoing News Story,Russo-Ukrainian conflict,"[0.9728, 'Vladimir Putin', 'Person']"
False,Business Taxonomy,Food & Beverage Business,Business Taxonomy,Publisher & News Business,Entities [Entity Service],Food,Entities [Entity Service],Meals,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,COVID-19,"[0.7538, 'Justice Department', 'Organization']"
False,Business Taxonomy,Publisher & News Business,Cities,Chicago,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,"[0.9893, 'Chicago', 'Place']"
False,Business Taxonomy,Publisher & News Business,Brand Vertical,Entertainment,Entities [Entity Service],TV/Movies Related - Entertainment,Brand,CNN,Unified Twitter Taxonomy,CNN,Unified Twitter Taxonomy,News,"[0.5075, 'Ford', 'Organization']"
